date,close
2019-01-02,115.7689
2019-01-03,115.4622
2019-01-04,114.9821
2019-01-07,114.5628
2019-01-08,114.7281
2019-01-09,114.1406
2019-01-10,114.0496
2019-01-11,114.0404
2019-01-15,114.3402
2019-01-16,114.137
2019-01-17,114.4115
2019-01-18,114.558
2019-01-22,114.7541
2019-01-23,114.5759
2019-01-24,114.617
2019-01-25,114.0197
2019-01-28,114.0522
2019-01-29,114.026
2019-01-30,114.0731
2019-01-31,113.5504
2019-02-01,113.7548
2019-02-04,113.8766
2019-02-05,114.0431
2019-02-06,114.2305
2019-02-07,114.4339
2019-02-08,114.5003
2019-02-11,115.031
2019-02-12,114.7297
2019-02-13,114.9407
2019-02-14,115.1007
2019-02-15,114.9923
2019-02-19,114.57
2019-02-21,114.5091
2019-02-22,114.2716
2019-02-25,114.1457
2019-02-26,114.0687
2019-02-27,114.0363
2019-02-28,114.1991
2019-03-01,114.537
2019-03-04,114.6925
2019-03-05,114.804
2019-03-06,114.9714
2019-03-07,115.4919
2019-03-08,115.3599
2019-03-11,115.2967
2019-03-12,114.939
2019-03-13,114.7372
2019-03-14,114.79
2019-03-15,114.5815
2019-03-18,114.4375
2019-03-19,114.2324
2019-03-20,114.1509
2019-03-21,114.1684
2019-03-22,114.6856
2019-03-25,114.4171
2019-03-26,114.6414
2019-03-27,115.1243
2019-03-28,115.2581
2019-03-29,115.1371
2019-04-01,114.9362
2019-04-02,115.1173
2019-04-03,114.7211
2019-04-04,114.9697
2019-04-05,114.9726
2019-04-08,114.6893
2019-04-09,114.5321
2019-04-10,114.4269
2019-04-11,114.6303
2019-04-12,114.3531
2019-04-15,114.495
2019-04-16,114.6756
2019-04-17,114.5141
2019-04-18,114.7073
2019-04-19,114.6977
2019-04-22,114.7694
2019-04-23,115.1578
2019-04-24,115.4187
2019-04-25,115.7709
2019-04-26,115.4767
2019-04-29,115.5227
2019-04-30,115.3281
2019-05-01,115.0022
2019-05-02,115.5617
2019-05-03,115.2646
2019-05-06,115.3811
2019-05-07,115.6116
2019-05-08,115.5171
2019-05-09,115.8421
2019-05-10,115.5334
2019-05-13,115.915
2019-05-14,115.9425
2019-05-15,115.8565
2019-05-16,116.0346
2019-05-17,116.448
2019-05-20,116.3119
2019-05-21,116.2844
2019-05-22,116.2412
2019-05-23,116.2368
2019-05-24,116.0806
2019-05-28,116.3174
2019-05-29,116.5535
2019-05-30,116.3989
2019-05-31,116.7273
2019-06-03,116.4764
2019-06-04,116.091
2019-06-05,116.03
2019-06-06,115.9771
2019-06-07,115.7368
2019-06-10,115.5001
2019-06-11,115.3794
2019-06-12,115.438
2019-06-13,115.6275
2019-06-14,115.9057
2019-06-17,115.9684
2019-06-18,115.8797
2019-06-19,115.7889
2019-06-20,114.8046
2019-06-21,114.8377
2019-06-24,114.6559
2019-06-25,114.6363
2019-06-26,114.5608
2019-06-27,114.665
2019-06-28,114.5821
2019-07-01,114.7239
2019-07-02,114.8258
2019-07-03,114.8135
2019-07-05,115.1132
2019-07-08,115.0254
2019-07-09,115.1017
2019-07-10,115.0879
2019-07-11,114.8361
2019-07-12,114.7685
2019-07-15,114.6819
2019-07-16,115.0111
2019-07-17,114.8819
2019-07-18,114.8744
2019-07-19,114.8695
2019-07-22,115.0018
2019-07-23,115.2995
2019-07-24,115.2436
2019-07-25,115.2982
2019-07-26,115.5449
2019-07-29,115.5885
2019-07-30,115.6211
2019-07-31,115.4946
2019-08-01,116.0499
2019-08-02,116.1864
2019-08-05,116.5851
2019-08-06,116.6904
2019-08-07,116.7987
2019-08-08,116.474
2019-08-09,116.4419
2019-08-12,116.7548
2019-08-13,116.7267
2019-08-14,117.0913
2019-08-15,117.2239
2019-08-16,117.0786
2019-08-19,117.3886
2019-08-20,117.3726
2019-08-21,117.1764
2019-08-22,117.3558
2019-08-23,117.3009
2019-08-26,117.6658
2019-08-27,117.75
2019-08-28,117.8767
2019-08-29,118.0625
2019-08-30,118.1575
2019-09-03,118.3113
2019-09-04,117.6729
2019-09-05,117.4776
2019-09-06,117.1292
2019-09-09,117.0601
2019-09-10,117.0887
2019-09-11,117.3125
2019-09-12,116.8375
2019-09-13,116.7677
2019-09-16,117.0251
2019-09-17,116.9826
2019-09-18,116.9766
2019-09-19,117.0861
2019-09-20,117.1819
2019-09-23,117.2986
2019-09-24,117.2227
2019-09-25,117.6527
2019-09-26,117.7267
2019-09-27,117.7218
2019-09-30,117.9461
2019-10-01,117.9595
2019-10-02,117.9671
2019-10-03,117.6608
2019-10-04,117.5288
2019-10-07,117.5533
2019-10-08,117.7407
2019-10-09,117.6835
2019-10-10,117.2801
2019-10-11,116.8239
2019-10-15,116.8111
2019-10-16,116.6425
2019-10-17,116.2615
2019-10-18,116.1344
2019-10-21,116.0436
2019-10-22,115.9851
2019-10-23,116.0586
2019-10-24,116.1278
2019-10-25,116.0774
2019-10-28,116.0222
2019-10-29,115.9797
2019-10-30,116.1636
2019-10-31,115.9125
2019-11-01,115.7312
2019-11-04,115.8624
2019-11-05,116.1138
2019-11-06,116.1004
2019-11-07,116.1172
2019-11-08,116.3436
2019-11-12,116.5837
2019-11-13,116.8397
2019-11-14,116.8022
2019-11-15,116.4401
2019-11-18,116.3625
2019-11-19,116.5391
2019-11-20,116.828
2019-11-21,116.7435
2019-11-22,116.9137
2019-11-25,117.0098
2019-11-26,117.0513
2019-11-27,117.1273
2019-11-29,117.1204
2019-12-02,116.9647
2019-12-03,116.8898
2019-12-04,116.692
2019-12-05,116.3838
2019-12-06,116.5381
2019-12-09,116.3283
2019-12-10,116.2542
2019-12-11,116.1478
2019-12-12,115.8741
2019-12-13,115.6967
2019-12-16,115.555
2019-12-17,115.5553
2019-12-18,115.6618
2019-12-19,115.5988
2019-12-20,115.7598
2019-12-23,115.8059
2019-12-26,115.634
2019-12-27,115.22
2019-12-30,114.9631
2019-12-31,114.669
2020-01-02,114.9745
2020-01-03,114.9867
2020-01-06,114.9557
2020-01-07,115.1477
2020-01-08,115.1328
2020-01-09,115.2331
2020-01-10,115.0677
2020-01-13,115.0342
2020-01-14,115.0239
2020-01-15,114.9528
2020-01-16,115.0006
2020-01-17,115.0656
2020-01-21,115.1876
2020-01-22,115.2273
2020-01-23,115.5545
2020-01-24,115.5556
2020-01-27,115.8004
2020-01-28,115.7239
2020-01-29,115.7003
2020-01-30,115.8077
2020-01-31,115.7345
2020-02-03,116.1172
2020-02-04,115.9291
2020-02-05,116.009
2020-02-06,116.1518
2020-02-07,116.5086
2020-02-10,116.5711
2020-02-11,116.3585
2020-02-12,116.2794
2020-02-13,116.3999
2020-02-14,116.4223
2020-02-18,116.6039
2020-02-19,116.7829
2020-02-20,117.2454
2020-02-21,117.0473
2020-02-24,117.4018
2020-02-25,117.2425
2020-02-26,117.405
2020-02-27,117.3678
2020-02-28,117.6568
2020-03-02,116.8144
2020-03-03,116.4958
2020-03-04,116.7802
2020-03-05,116.7901
2020-03-06,116.7106
2020-03-09,117.1871
2020-03-10,117.9027
2020-03-11,118.2505
2020-03-12,120.4883
2020-03-13,120.4388
2020-03-16,120.9352
2020-03-17,122.4816
2020-03-18,124.1623
2020-03-19,125.0587
2020-03-20,124.9362
2020-03-23,126.1262
2020-03-24,125.5001
2020-03-25,124.7916
2020-03-26,122.4308
2020-03-27,122.4007
2020-03-30,123.2883
2020-03-31,122.5301
2020-04-01,123.7933
2020-04-02,123.5916
2020-04-03,124.4152
2020-04-06,124.16
2020-04-07,123.0956
2020-04-08,123.2216
2020-04-09,122.476
2020-04-10,122.1592
2020-04-13,122.5203
2020-04-14,122.1121
2020-04-15,123.0752
2020-04-16,123.4615
2020-04-17,122.871
2020-04-20,123.1033
2020-04-21,123.9116
2020-04-22,123.9256
2020-04-23,123.7542
2020-04-24,124.1615
2020-04-27,123.8843
2020-04-28,123.3693
2020-04-29,122.7782
2020-04-30,122.327
2020-05-01,123.1492
2020-05-04,123.2117
2020-05-05,122.803
2020-05-06,123.609
2020-05-07,123.1249
2020-05-08,122.5379
2020-05-11,123.2333
2020-05-12,123.0592
2020-05-13,123.5408
2020-05-14,123.6429
2020-05-15,123.5991
2020-05-18,122.7968
2020-05-19,122.5655
2020-05-20,122.1007
2020-05-21,122.0914
2020-05-22,122.3211
2020-05-26,121.3864
2020-05-27,121.5677
2020-05-28,121.0138
2020-05-29,120.9458
2020-06-01,120.2686
2020-06-02,119.6854
2020-06-03,119.2556
2020-06-04,119.3014
2020-06-05,118.8138
2020-06-08,118.6621
2020-06-09,118.5893
2020-06-10,118.5231
2020-06-11,119.2347
2020-06-12,119.6645
2020-06-15,119.9539
2020-06-16,119.567
2020-06-17,119.9105
2020-06-18,120.2173
2020-06-19,120.2186
2020-06-22,119.7532
2020-06-23,119.3285
2020-06-24,119.9744
2020-06-25,120.2997
2020-06-26,120.533
2020-06-29,120.6658
2020-06-30,120.4649
2020-07-01,120.0808
2020-07-02,119.8555
2020-07-06,119.2852
2020-07-07,119.5717
2020-07-08,119.5525
2020-07-09,119.5129
2020-07-10,119.3509
2020-07-13,119.1891
2020-07-14,119.3901
2020-07-15,119.0331
2020-07-16,118.9275
2020-07-17,119.124
2020-07-20,119.0483
2020-07-21,118.4042
2020-07-22,118.1337
2020-07-23,118.0613
2020-07-24,118.1329
2020-07-27,117.3869
2020-07-28,117.3189
2020-07-29,117.2126
2020-07-30,117.4008
2020-07-31,117.2082
2020-08-03,117.8074
2020-08-04,117.7833
2020-08-05,116.8736
2020-08-06,117.0422
2020-08-07,117.6239
2020-08-10,117.5821
2020-08-11,117.3781
2020-08-12,117.2559
2020-08-13,117.1193
2020-08-14,116.9395
2020-08-17,116.749
2020-08-18,116.5593
2020-08-19,116.567
2020-08-20,116.8126
2020-08-21,117.0572
2020-08-24,116.912
2020-08-25,116.8206
2020-08-26,116.6243
2020-08-27,116.649
2020-08-28,115.9374
2020-08-31,115.7586
2020-09-01,115.5687
2020-09-02,116.0304
2020-09-03,116.0685
2020-09-04,116.0347
2020-09-08,116.4618
2020-09-09,116.1291
2020-09-10,115.8806
2020-09-11,116.0866
2020-09-14,115.6428
2020-09-15,115.5908
2020-09-16,115.3537
2020-09-17,115.4392
2020-09-18,115.2395
2020-09-21,116.378
2020-09-22,116.5438
2020-09-23,117.2526
2020-09-24,117.5473
2020-09-25,117.8679
2020-09-28,117.6178
2020-09-29,117.526
2020-09-30,116.946
2020-10-01,116.7227
2020-10-02,116.7321
2020-10-05,116.1767
2020-10-06,116.2681
2020-10-07,116.3447
2020-10-08,116.1657
2020-10-09,115.2757
2020-10-13,115.9107
2020-10-14,115.6872
2020-10-15,116.0964
2020-10-16,115.7679
2020-10-19,115.4031
2020-10-20,115.2485
2020-10-21,114.9108
2020-10-22,115.1158
2020-10-23,115.0126
2020-10-26,115.2797
2020-10-27,115.0131
2020-10-28,115.8023
2020-10-29,116.3069
2020-10-30,116.1354
2020-11-02,116.2361
2020-11-03,115.4802
2020-11-04,115.1677
2020-11-05,114.4556
2020-11-06,113.9919
2020-11-09,114.0895
2020-11-10,114.0757
2020-11-12,114.2843
2020-11-13,114.2397
2020-11-16,113.8312
2020-11-17,113.682
2020-11-18,113.46
2020-11-19,113.694
2020-11-20,113.489
2020-11-23,113.7548
2020-11-24,113.4316
2020-11-25,113.1823
2020-11-30,113.2256
2020-12-01,112.8063
2020-12-02,112.6115
2020-12-03,112.0236
2020-12-04,111.7778
2020-12-07,111.8385
2020-12-08,111.8639
2020-12-09,112.0305
2020-12-10,111.9788
2020-12-11,112.1417
2020-12-14,112.1708
2020-12-15,111.8601
2020-12-16,111.7157
2020-12-17,111.2226
2020-12-18,111.6071
2020-12-21,111.9415
2020-12-22,112.1947
2020-12-23,111.9807
2020-12-28,111.9752
2020-12-29,111.5172
2020-12-30,111.3084
2020-12-31,111.3169
2021-01-04,111.2075
2021-01-05,110.9574
2021-01-06,110.8502
2021-01-07,111.3042
2021-01-08,111.2847
2021-01-11,111.8257
2021-01-12,111.5501
2021-01-13,111.3622
2021-01-14,111.1567
2021-01-15,111.5106
2021-01-19,111.4527
2021-01-21,111.1973
2021-01-22,111.5516
2021-01-25,111.8676
2021-01-26,111.6572
2021-01-27,112.0782
2021-01-28,112.0059
2021-01-29,111.9511
2021-02-01,112.4189
2021-02-02,112.2862
2021-02-03,112.2567
2021-02-04,112.7469
2021-02-05,112.2379
2021-02-08,112.0428
2021-02-09,111.7675
2021-02-10,111.5834
2021-02-11,111.5272
2021-02-12,111.4889
2021-02-16,111.7879
2021-02-17,112.0204
2021-02-18,112.1603
2021-02-19,111.7058
2021-02-22,111.918
2021-02-23,111.8981
2021-02-24,111.7212
2021-02-25,111.9253
2021-02-26,112.8306
2021-03-01,112.5263
2021-03-02,112.5342
2021-03-03,112.7617
2021-03-04,112.7037
2021-03-05,113.7487
2021-03-08,114.2678
2021-03-09,113.928
2021-03-10,113.5881
2021-03-11,112.9214
2021-03-12,113.0269
2021-03-15,113.1928
2021-03-16,112.9839
2021-03-17,113.1589
2021-03-18,112.7744
2021-03-19,112.9756
2021-03-22,113.0023
2021-03-23,113.2916
2021-03-24,113.6565
2021-03-25,114.0016
2021-03-26,113.7406
2021-03-29,113.9314
2021-03-30,114.203
2021-03-31,113.8234
2021-04-01,113.7389
2021-04-02,113.7315
2021-04-05,113.394
2021-04-06,113.1464
2021-04-07,113.2436
2021-04-08,113.0917
2021-04-09,113.2028
2021-04-12,113.1815
2021-04-13,113.0391
2021-04-14,112.7849
2021-04-15,112.6181
2021-04-16,112.4814
2021-04-19,112.1835
2021-04-20,112.2354
2021-04-21,112.1771
2021-04-22,112.2297
2021-04-23,112.0889
2021-04-26,111.8109
2021-04-27,111.9097
2021-04-28,111.7909
2021-04-29,111.7464
2021-04-30,112.0839
2021-05-03,112.005
2021-05-04,112.2896
2021-05-05,112.1514
2021-05-06,111.8401
2021-05-07,111.0249
2021-05-10,110.7905
2021-05-11,110.8921
2021-05-12,111.5636
2021-05-13,111.5955
2021-05-14,111.1353
2021-05-17,111.079
2021-05-18,110.8317
2021-05-19,110.8807
2021-05-20,110.8605
2021-05-21,111.0576
2021-05-24,110.9118
2021-05-25,110.842
2021-05-26,110.8677
2021-05-27,110.8688
2021-05-28,110.7576
2021-06-01,110.5046
2021-06-02,110.5799
2021-06-03,111.1782
2021-06-04,110.7521
2021-06-07,110.5155
2021-06-08,110.649
2021-06-09,110.5707
2021-06-10,110.5456
2021-06-11,111.0933
2021-06-14,110.9659
2021-06-15,111.3507
2021-06-16,111.1165
2021-06-17,112.5772
2021-06-18,113.0408
2021-06-21,112.8391
2021-06-22,112.9174
2021-06-23,112.3819
2021-06-24,112.326
2021-06-25,111.9655
2021-06-28,112.0248
2021-06-29,112.2613
2021-06-30,112.5533
2021-07-01,112.74
2021-07-02,112.5425
2021-07-06,112.9516
2021-07-07,113.1048
2021-07-08,113.0776
2021-07-09,112.8375
2021-07-12,112.7611
2021-07-13,113.0063
2021-07-14,112.8801
2021-07-15,113.0041
2021-07-16,113.0428
2021-07-19,113.5472
2021-07-20,113.7502
2021-07-21,113.3926
2021-07-22,113.4695
2021-07-23,113.4398
2021-07-26,113.2238
2021-07-27,113.2227
2021-07-28,113.1807
2021-07-29,112.4834
2021-07-30,112.6714
2021-08-02,112.6691
2021-08-03,112.8228
2021-08-04,112.8953
2021-08-05,112.7674
2021-08-06,113.3088
2021-08-09,113.4521
2021-08-10,113.4973
2021-08-11,113.282
2021-08-12,113.2691
2021-08-13,113.0615
2021-08-16,113.1698
2021-08-17,113.6174
2021-08-18,113.6959
2021-08-19,114.1106
2021-08-20,114.5009
2021-08-23,113.9418
2021-08-24,113.6795
2021-08-25,113.6322
2021-08-26,113.7883
2021-08-27,113.3404
2021-08-30,113.246
2021-08-31,113.1076
2021-09-01,112.8732
2021-09-02,112.7863
2021-09-03,112.5476
2021-09-07,112.9795
2021-09-08,113.2319
2021-09-09,113.043
2021-09-10,112.9425
2021-09-13,113.0341
2021-09-14,113.0061
2021-09-15,112.9773
2021-09-16,113.3036
2021-09-17,113.5989
2021-09-20,113.9422
2021-09-21,113.8179
2021-09-22,113.6223
2021-09-23,113.513
2021-09-24,113.7597
2021-09-27,113.7432
2021-09-28,114.2469
2021-09-29,114.7092
2021-09-30,114.6403
2021-10-01,114.3798
2021-10-04,114.2739
2021-10-05,114.3654
2021-10-06,114.7185
2021-10-07,114.5044
2021-10-08,114.5986
2021-10-12,114.7542
2021-10-13,114.4705
2021-10-14,114.2053
2021-10-15,114.0905
2021-10-18,113.9899
2021-10-19,113.647
2021-10-20,113.5083
2021-10-21,113.6188
2021-10-22,113.67
2021-10-25,113.605
2021-10-26,113.674
2021-10-27,113.6218
2021-10-28,113.4389
2021-10-29,114.1349
2021-11-01,114.2067
2021-11-02,114.2847
2021-11-03,114.3593
2021-11-04,114.3558
2021-11-05,114.0732
2021-11-08,113.8256
2021-11-09,113.762
2021-11-10,114.1484
2021-11-12,114.5144
2021-11-15,114.5876
2021-11-16,115.136
2021-11-17,115.0263
2021-11-18,115.0678
2021-11-19,115.2187
2021-11-22,115.6481
2021-11-23,116.0118
2021-11-24,116.2711
2021-11-26,116.5103
2021-11-29,116.581
2021-11-30,116.2071
2021-12-01,115.889
2021-12-02,116.018
2021-12-03,116.2377
2021-12-06,116.1538
2021-12-07,115.8555
2021-12-08,115.4418
2021-12-09,115.7784
2021-12-10,115.5732
2021-12-13,115.842
2021-12-14,116.2397
2021-12-15,116.4219
2021-12-16,115.7146
2021-12-17,115.791
2021-12-20,116.0092
2021-12-21,116.1089
2021-12-22,115.7485
2021-12-23,115.5337
2021-12-27,115.4684
2021-12-28,115.4192
2021-12-29,115.3678
2021-12-30,115.283
2022-01-03,115.4101
2022-01-04,115.3103
2022-01-05,115.137
2022-01-06,115.4046
2022-01-07,115.0451
2022-01-10,115.2216
2022-01-11,114.8332
2022-01-12,114.355
2022-01-13,114.177
2022-01-14,114.3825
2022-01-18,114.7373
2022-01-19,114.6109
2022-01-20,114.4642
2022-01-21,114.6125
2022-01-24,115.2034
2022-01-25,115.1654
2022-01-26,115.0922
2022-01-27,115.978
2022-01-28,116.0393
2022-01-31,115.566
2022-02-01,115.3685
2022-02-02,115.1538
2022-02-03,114.9065
2022-02-04,115.1362
2022-02-07,115.0098
2022-02-08,115.0892
2022-02-09,114.8232
2022-02-10,114.5527
2022-02-11,114.8413
2022-02-14,115.1946
2022-02-15,114.93
2022-02-16,114.6886
2022-02-17,114.6755
2022-02-18,114.7982
2022-02-22,114.7002
2022-02-23,114.6668
2022-02-24,115.9419
2022-02-25,115.2577
2022-02-28,115.2224
2022-03-01,115.7962
2022-03-02,115.7623
2022-03-03,115.9495
2022-03-04,116.6503
2022-03-07,117.3278
2022-03-08,117.6176
2022-03-09,116.5961
2022-03-10,116.7401
2022-03-11,117.0192
2022-03-14,117.1506
2022-03-15,117.246
2022-03-16,116.8073
2022-03-17,116.0467
2022-03-18,116.1378
2022-03-21,115.9398
2022-03-22,116.0824
2022-03-23,116.005
2022-03-24,115.9599
2022-03-25,115.7921
2022-03-28,116.1911
2022-03-29,115.5679
2022-03-30,115.0818
2022-03-31,115.2218
2022-04-01,115.4814
2022-04-04,115.4112
2022-04-05,115.73
2022-04-06,115.9995
2022-04-07,116.3512
2022-04-08,116.4176
2022-04-11,116.5401
2022-04-12,116.3866
2022-04-13,116.2796
2022-04-14,116.7558
2022-04-15,116.7017
2022-04-18,116.8441
2022-04-19,117.1324
2022-04-20,116.7306
2022-04-21,117.1432
2022-04-22,118.0186
2022-04-25,118.6271
2022-04-26,118.9624
2022-04-27,119.4708
2022-04-28,120.0675
2022-04-29,119.4933
2022-05-02,119.8825
2022-05-03,119.7043
2022-05-04,119.5592
2022-05-05,120.0068
2022-05-06,119.8577
2022-05-09,120.4972
2022-05-10,120.7742
2022-05-11,120.3925
2022-05-12,121.2796
2022-05-13,120.8442
2022-05-16,120.6881
2022-05-17,119.8871
2022-05-18,120.0274
2022-05-19,119.4278
2022-05-20,119.3677
2022-05-23,118.7169
2022-05-24,118.6245
2022-05-25,118.9598
2022-05-26,118.7687
2022-05-27,118.2834
2022-05-31,118.0704
2022-06-01,118.6954
2022-06-02,118.0658
2022-06-03,118.2153
2022-06-06,118.3081
2022-06-07,118.4414
2022-06-08,118.3951
2022-06-09,118.9226
2022-06-10,119.9981
2022-06-13,121.1523
2022-06-14,121.6669
2022-06-15,121.6403
2022-06-16,120.6714
2022-06-17,121.2369
2022-06-21,120.6427
2022-06-22,120.5197
2022-06-23,120.7622
2022-06-24,120.4853
2022-06-27,120.1736
2022-06-28,120.62
2022-06-29,120.9616
2022-06-30,120.9652
2022-07-01,121.5058
2022-07-05,122.6203
2022-07-06,123.0073
2022-07-07,122.7257
2022-07-08,122.4662
2022-07-11,123.2974
2022-07-12,123.4524
2022-07-13,123.2834
2022-07-14,124.0622
2022-07-15,123.4765
2022-07-18,122.7727
2022-07-19,122.4819
2022-07-20,122.5997
2022-07-21,122.9032
2022-07-22,122.451
2022-07-25,122.4594
2022-07-26,122.7581
2022-07-27,122.8169
2022-07-28,122.1161
2022-07-29,121.7678
2022-08-01,121.4109
2022-08-02,121.9486
2022-08-03,122.3888
2022-08-04,121.8333
2022-08-05,122.321
2022-08-08,121.8783
2022-08-09,121.8614
2022-08-10,120.7543
2022-08-11,120.7163
2022-08-12,121.018
2022-08-15,121.4315
2022-08-16,121.6807
2022-08-17,122.0711
2022-08-18,122.3627
2022-08-19,123.0501
2022-08-22,123.605
2022-08-23,123.0547
2022-08-24,123.109
2022-08-25,123.0586
2022-08-26,123.0656
2022-08-29,123.4686
2022-08-30,123.6848
2022-08-31,123.535
2022-09-01,124.4006
2022-09-02,123.7743
2022-09-06,124.767
2022-09-07,124.8408
2022-09-08,124.578
2022-09-09,123.7874
2022-09-12,123.3332
2022-09-13,124.4242
2022-09-14,124.4509
2022-09-15,124.8843
2022-09-16,124.8794
2022-09-19,125.0104
